miRNA_ID	hsa-let-7a-1	hsa-let-7a-2	hsa-let-7a-3	hsa-let-7b	hsa-let-7c	hsa-let-7d	hsa-let-7e	hsa-let-7f-1	hsa-let-7f-2	hsa-let-7g	hsa-let-7i	hsa-mir-1-1	hsa-mir-1-2	hsa-mir-100	hsa-mir-101-1	hsa-mir-101-2	hsa-mir-103a-1	hsa-mir-103a-2	hsa-mir-106a	hsa-mir-106b	hsa-mir-107	hsa-mir-10a	hsa-mir-10b	hsa-mir-1180	hsa-mir-1226	hsa-mir-1247	hsa-mir-1248	hsa-mir-1249	hsa-mir-1251	hsa-mir-125a	hsa-mir-125b-1	hsa-mir-125b-2	hsa-mir-126	hsa-mir-1262	hsa-mir-1266	hsa-mir-1269a	hsa-mir-127	hsa-mir-1270	hsa-mir-1271	hsa-mir-1277	hsa-mir-128-1	hsa-mir-128-2	hsa-mir-1287	hsa-mir-1291	hsa-mir-1296	hsa-mir-1301	hsa-mir-1306	hsa-mir-1307	hsa-mir-130a	hsa-mir-130b	hsa-mir-132	hsa-mir-133a-1	hsa-mir-133a-2	hsa-mir-134	hsa-mir-135a-1	hsa-mir-135a-2	hsa-mir-135b	hsa-mir-136	hsa-mir-139	hsa-mir-140	hsa-mir-141	hsa-mir-142	hsa-mir-143	hsa-mir-144	hsa-mir-145	hsa-mir-1468	hsa-mir-146a	hsa-mir-146b	hsa-mir-148a	hsa-mir-148b	hsa-mir-149	hsa-mir-150	hsa-mir-151a	hsa-mir-151b	hsa-mir-152	hsa-mir-153-2	hsa-mir-154	hsa-mir-155	hsa-mir-15a	hsa-mir-15b	hsa-mir-16-1	hsa-mir-16-2	hsa-mir-17	hsa-mir-181a-1	hsa-mir-181a-2	hsa-mir-181b-1	hsa-mir-181b-2	hsa-mir-181c	hsa-mir-181d	hsa-mir-182	hsa-mir-183	hsa-mir-185	hsa-mir-186	hsa-mir-187	hsa-mir-188	hsa-mir-18a	hsa-mir-190a	hsa-mir-191	hsa-mir-192	hsa-mir-193a	hsa-mir-193b	hsa-mir-194-1	hsa-mir-194-2	hsa-mir-195	hsa-mir-196a-1	hsa-mir-196a-2	hsa-mir-196b	hsa-mir-197	hsa-mir-1976	hsa-mir-199a-1	hsa-mir-199a-2	hsa-mir-199b	hsa-mir-19a	hsa-mir-19b-1	hsa-mir-19b-2	hsa-mir-200a	hsa-mir-200b	hsa-mir-200c	hsa-mir-203a	hsa-mir-204	hsa-mir-20a	hsa-mir-20b	hsa-mir-21	hsa-mir-210	hsa-mir-2110	hsa-mir-212	hsa-mir-214	hsa-mir-215	hsa-mir-217	hsa-mir-218-1	hsa-mir-218-2	hsa-mir-219a-1	hsa-mir-22	hsa-mir-221	hsa-mir-222	hsa-mir-223	hsa-mir-224	hsa-mir-2277	hsa-mir-2355	hsa-mir-23a	hsa-mir-23b	hsa-mir-24-1	hsa-mir-24-2	hsa-mir-25	hsa-mir-26a-1	hsa-mir-26a-2	hsa-mir-26b	hsa-mir-27a	hsa-mir-27b	hsa-mir-28	hsa-mir-296	hsa-mir-29a	hsa-mir-29b-1	hsa-mir-29b-2	hsa-mir-29c	hsa-mir-301a	hsa-mir-3065	hsa-mir-3074	hsa-mir-30a	hsa-mir-30b	hsa-mir-30c-1	hsa-mir-30c-2	hsa-mir-30d	hsa-mir-30e	hsa-mir-31	hsa-mir-3127	hsa-mir-3130-1	hsa-mir-3130-2	hsa-mir-3170	hsa-mir-32	hsa-mir-3200	hsa-mir-320a	hsa-mir-320b-1	hsa-mir-320b-2	hsa-mir-323b	hsa-mir-324	hsa-mir-326	hsa-mir-328	hsa-mir-330	hsa-mir-331	hsa-mir-335	hsa-mir-337	hsa-mir-338	hsa-mir-339	hsa-mir-33a	hsa-mir-33b	hsa-mir-340	hsa-mir-342	hsa-mir-345	hsa-mir-34a	hsa-mir-34c	hsa-mir-3605	hsa-mir-3607	hsa-mir-361	hsa-mir-3613	hsa-mir-3614	hsa-mir-3615	hsa-mir-362	hsa-mir-363	hsa-mir-3653	hsa-mir-365a	hsa-mir-365b	hsa-mir-3677	hsa-mir-369	hsa-mir-370	hsa-mir-374a	hsa-mir-374b	hsa-mir-375	hsa-mir-376c	hsa-mir-378a	hsa-mir-378c	hsa-mir-379	hsa-mir-381	hsa-mir-382	hsa-mir-3912	hsa-mir-3913-1	hsa-mir-3913-2	hsa-mir-3928	hsa-mir-3934	hsa-mir-3941	hsa-mir-409	hsa-mir-410	hsa-mir-411	hsa-mir-421	hsa-mir-423	hsa-mir-424	hsa-mir-425	hsa-mir-429	hsa-mir-431	hsa-mir-432	hsa-mir-4326	hsa-mir-450a-1	hsa-mir-450a-2	hsa-mir-450b	hsa-mir-451a	hsa-mir-452	hsa-mir-454	hsa-mir-455	hsa-mir-4638	hsa-mir-4661	hsa-mir-4662a	hsa-mir-4668	hsa-mir-4677	hsa-mir-4709	hsa-mir-4728	hsa-mir-4746	hsa-mir-4772	hsa-mir-484	hsa-mir-485	hsa-mir-486-1	hsa-mir-486-2	hsa-mir-487b	hsa-mir-491	hsa-mir-493	hsa-mir-495	hsa-mir-497	hsa-mir-4999	hsa-mir-5000	hsa-mir-500a	hsa-mir-500b	hsa-mir-501	hsa-mir-5010	hsa-mir-502	hsa-mir-503	hsa-mir-504	hsa-mir-505	hsa-mir-508	hsa-mir-509-1	hsa-mir-509-2	hsa-mir-509-3	hsa-mir-511	hsa-mir-514a-1	hsa-mir-514a-2	hsa-mir-514a-3	hsa-mir-532	hsa-mir-539	hsa-mir-542	hsa-mir-548v	hsa-mir-550a-1	hsa-mir-550a-2	hsa-mir-550a-3	hsa-mir-551b	hsa-mir-5586	hsa-mir-5683	hsa-mir-5699	hsa-mir-570	hsa-mir-574	hsa-mir-576	hsa-mir-577	hsa-mir-581	hsa-mir-582	hsa-mir-584	hsa-mir-589	hsa-mir-590	hsa-mir-592	hsa-mir-598	hsa-mir-615	hsa-mir-616	hsa-mir-618	hsa-mir-624	hsa-mir-625	hsa-mir-627	hsa-mir-628	hsa-mir-629	hsa-mir-642a	hsa-mir-643	hsa-mir-6509	hsa-mir-651	hsa-mir-6511b-1	hsa-mir-6511b-2	hsa-mir-652	hsa-mir-653	hsa-mir-654	hsa-mir-659	hsa-mir-660	hsa-mir-664a	hsa-mir-664b	hsa-mir-671	hsa-mir-675	hsa-mir-676	hsa-mir-6761	hsa-mir-6806	hsa-mir-6815	hsa-mir-6837	hsa-mir-6842	hsa-mir-6892	hsa-mir-7-1	hsa-mir-708	hsa-mir-744	hsa-mir-758	hsa-mir-760	hsa-mir-766	hsa-mir-769	hsa-mir-7706	hsa-mir-874	hsa-mir-877	hsa-mir-885	hsa-mir-887	hsa-mir-889	hsa-mir-9-1	hsa-mir-9-2	hsa-mir-9-3	hsa-mir-92a-1	hsa-mir-92a-2	hsa-mir-92b	hsa-mir-93	hsa-mir-935	hsa-mir-940	hsa-mir-942	hsa-mir-95	hsa-mir-96	hsa-mir-98	hsa-mir-99a	hsa-mir-99b
NKICH	12.93738701	12.92844301	12.94472902	13.6493174	11.12682695	9.120363178	10.60595702	11.31777665	11.33769242	8.390633386000001	8.609874533	3.002518549	2.926263446	12.44514261	12.36982641	12.3714	12.13208463	12.13162043	3.418971545	7.181889107999999	5.442825953	16.37343921	17.85652423	5.006760968	1.022521929	3.362218219	0.498339725	0.694996049	1.7972296769999998	10.59021247	8.922962189	8.999387432	12.16816314	1.022521929	2.172163929	2.926263446	8.731091906	1.708949996	2.8037459410000003	0.694996049	5.840919361	5.336356735	4.787216117	0.694996049	1.514319741	3.362218219	3.332981841	9.789480748	6.33323197	3.143907969	8.541230432999999	2.414720883	2.414720883	6.510174707999999	0.694996049	0.694996049	3.741748379	4.84012712	7.729583501	10.11585147	9.110166832	9.684887989	15.96210687	6.429602675	10.16437794	3.6016784530000003	4.212176007	8.510548196	13.82375777	6.638193796	3.986695805	7.344542636	10.32890866	1.022521929	7.956207002999999	1.4061818030000002	1.708949996	5.328971459	5.871742144	7.22430373	6.970335633	6.856804806	8.399474284	9.782063012	11.24238763	7.401981815	7.265506912	6.369679644	4.243938114	12.66234232	11.36728522	5.372726555	6.936718704	2.104570156	3.929246571	1.289276161	3.719327484	9.029884076	9.755796409	8.094380659	4.663494347	6.467090897	6.725156095	4.4071325230000005	7.678198388999999	7.999880172	9.928211339	7.110458911	3.177191639	10.38027781	11.16569385	11.46548454	3.039186132	4.179698859	4.1464737330000005	9.77426711	9.716008377	11.22868677	11.27805993	7.841513275	6.801848066	5.911840828	16.503004999999998	9.788807983	1.16205596	3.869414447	4.129569714	2.033652757	3.741748379	3.002518549	3.109838425	1.16205596	15.90717017	6.632205605	5.6166629320000006	6.127262282999999	3.109838425	0.27058037	4.870966629	11.67858777	10.95921003	8.739472187999999	8.701371516	11.23894381	8.964066577	8.995894006	8.154108356	9.313285806	10.54928831	10.88718173	2.35779689	12.26530915	7.692656583	8.014916247999999	10.140055	3.039186132	4.959716749	2.522244111	17.61421394	7.831095222999999	9.076384231	9.822067771	13.28130585	14.05965751	3.741748379	1.7972296769999998	0.868034008	1.16205596	1.16205596	3.47357653	1.514319741	7.998717037	0.694996049	1.514319741	1.880417137	4.829699043	3.303140707	6.053003391	3.551794194	4.615737384	5.379891754	4.228144428999999	6.99621015	3.47357653	3.5001231130000003	1.215826999	3.332981841	4.320412469	3.039186132	6.623176462999999	2.29853398	2.236732308	3.909576892	7.479072006	2.7604800760000003	0.498339725	2.29853398	4.566345319	4.041944793	2.522244111	3.806993069	3.806993069	1.7972296769999998	2.414720883	2.8865692660000004	8.584514196	4.988126949	6.629202171	1.614914751	6.705328709	1.514319741	8.220469753	4.30543842	2.8865692660000004	0.694996049	1.289276161	1.614914751	1.708949996	0.27058037	0.498339725	3.526189908	2.172163929	1.289276161	0.694996049	6.310913049	7.897505418	4.212176007	6.473803483999999	1.614914751	2.29853398	0.8661264815	3.109838425	2.469484101	4.721049849	7.440185156	4.9974740660000005	2.104570156	8.69420407	0.694996049	1.289276161	3.948651584	0.498339725	1.7972296769999998	0.694996049	1.022521929	0.868034008	0.694996049	4.627825677	0.498339725	5.979438618	5.941199975	1.614914751	1.16205596	3.177191639	1.708949996	3.649895349	1.289276161	1.16205596	9.503247326	3.785571057	6.936718704	0.498339725	4.393036324	3.625988268	0.868034008	5.4290759070000005	3.418971545	1.289276161	1.514319741	0.498339725	2.926263446	1.7972296769999998	1.289276161	1.514319741	11.3697616	3.039186132	8.456503606	1.16205596	1.022521929	0.868034008	0.27058037	1.514319741	2.172163929	1.16205596	0.27058037	1.022521929	5.7553529370000005	2.35779689	5.766330422999999	1.022521929	7.414247512	4.891166061	5.6166629320000006	2.7604800760000003	1.289276161	4.421092255	3.446532433	2.104570156	0.27058037	0.498339725	5.503129197000001	0.498339725	4.005348244	5.946035589	2.715876682	0.498339725	1.514319741	1.289276161	0.694996049	0.498339725	4.978718924	5.164448328	3.649895349	1.4061818030000002	6.708177936	5.237266912	2.033652757	2.715876682	6.80717317	0.868034008	0.27058037	0.868034008	0.868034008	1.289276161	1.289276161	1.614914751	4.19602878	4.434918272	4.754512246	2.8037459410000003	0.498339725	3.418971545	3.526189908	1.514319741	5.328971459	0.868034008	2.104570156	2.715876682	3.303140707	9.359325616	9.373304684	9.47884579	11.50524088	11.42978918	5.946035589	10.66745426	1.289276161	0.27058037	1.7972296769999998	0.694996049	3.074944652	5.29146701	9.682716808	15.8059058
NKICH	13.08258564	13.0862868	13.09267424	13.7682149	11.33375829	8.696665064	10.31414519	11.57495336	11.58697123	9.042883819	7.859803994	3.420864887	3.242600677	12.75346611	13.70977972	13.73544672	11.93086861	11.94660591	3.901333514	7.327237493999999	6.297901417	15.8594372	17.67977094	4.56415199	0.904114875	3.3869307980000003	0.320738824	0.320738824	5.575370363999999	10.04780698	8.92257576	9.022307995	12.16838699	1.318357916	1.166619691	3.864817771	9.151718315	1.995536256	2.549649212	1.166619691	6.708347487999999	6.1464138770000005	5.1540833930000005	0.997025706	1.696319719	3.017147097	2.8774971060000003	9.994755232	6.826987496	2.749816343	6.762284215	3.017147097	2.421419641	7.447349823	3.852437573	4.3162715380000005	3.316569798	5.334042471	7.508791823999999	10.3913231	7.932178798	9.553669132	16.43042736	7.357121014	11.57918568	4.360656649	5.265662637	7.535173792999999	13.78655627	6.844283692	4.0604905030000005	8.274255128	10.58159216	1.696319719	8.255571894	2.421419641	2.722865989	5.399327423	6.070949144	7.115621507	7.085524276	7.061523985	8.278888375	10.02902169	10.59952849	7.40770807	7.1949843	5.962807209	3.579504815	10.89123196	9.698604412	5.1286413280000005	6.95987716	4.722190739	4.288969917	2.039885173	4.251744993	8.903575664	14.04482945	7.164011575	5.251588979	10.92497029	11.06634803	6.156519769	7.768859447	8.105202389	9.822981529	7.155218718	3.609241986	10.18603475	10.98468391	11.33285345	2.949011172	4.701632667	4.298127984	9.522507331	8.93767096	9.834436199	10.28392471	9.957850329	6.509810199	5.590358236	15.34538571	7.562982718	1.318357916	2.722865989	4.0278325	5.804723082000001	8.875554176	4.96002038	4.722190739	1.853671154	16.54888134	6.45354456	4.895111655	5.541067242	1.853671154	0.169264417	4.775621816	11.17954263	10.916168	9.324411125	9.255562171	11.27662923	10.10583827	10.11558401	9.137757766	9.815227792	11.19080347	11.02109005	2.280671012	13.16743014	8.475356741	8.654947152	11.94887908	2.802252165	6.738934615	3.470314815	17.77307033	9.468266467	9.236931356	10.13775249	13.45086529	13.93755621	3.16463296	0.997025706	1.455645219	1.853671154	1.388633714	5.060312459	1.388633714	7.622520839	1.244482804	1.244482804	3.144464429	5.498002364	2.609728963	5.876789326	3.369659668	4.9308779110000005	6.038529661	3.971703839	8.06217385	4.556540142	5.311607376	1.388633714	2.994790773	5.198778107	3.749374543	6.416179487000001	0.997025706	1.853671154	4.942605615	8.224685938	2.901731152	0.698152677	1.902526293	5.827039835	4.728978841	1.455645219	4.395206993	4.369372116	1.902526293	2.994790773	2.749816343	9.086813209	5.791813941	8.872108734	2.352761067	9.668023965	4.174283445	8.930327177999999	4.808038494	3.369659668	0.698152677	0.804806109	0.698152677	1.580995411	0.698152677	0.3192966849999999	4.0604905030000005	3.334484326	2.6954025880000003	2.204788031	6.362623811000001	8.597686825	5.016596558	6.67358346	2.421419641	2.48695862	1.639809589	3.280059249	3.103261284	4.659616184	8.945706178	4.071214262	2.082911349	9.553191105	0.997025706	1.519681286	4.288969917	2.082911349	2.165295507	1.519681286	0.582979838	0.320738824	1.244482804	5.307078192	2.352761067	6.42874235	6.307003159	2.609728963	0.698152677	3.184523421	1.696319719	5.320623345	0.997025706	0.904114875	9.09274612	3.420864887	6.7556513670000005	1.244482804	4.65249292	4.0278325	1.388633714	5.564026354	7.401348057000001	4.038800848	4.113329611	4.420587431	2.994790773	5.623522297	5.52944917	5.619874828	11.30919704	3.298430017	9.109099551	0.582979838	0.698152677	0.804806109	0.804806109	2.722865989	1.244482804	0.457809643	0.804806109	0.904114875	5.334042471	2.352761067	4.144128376	0.169264417	7.778707046	4.164301652	5.256295468999999	3.298430017	2.039885173	4.56415199	4.174283445	1.949780684	0.582979838	1.084313312	5.284216502	1.166619691	3.666938451	5.329583283	0.698152677	0.698152677	1.084313312	1.455645219	0.320738824	0.804806109	4.788676002	6.50190535	4.092425653	1.084313312	7.152696588	4.616339287	2.280671012	1.949780684	4.694714357	1.318357916	1.318357916	1.084313312	0.904114875	0.997025706	1.244482804	1.388633714	4.242286648	6.1182520060000005	5.123498636	3.502364212	1.084313312	2.317166276	3.70874522	0.457809643	4.994231589	1.084313312	0.320738824	2.722865989	3.936947691	8.056113606	8.030241487	8.092757004	11.36493909	11.27988319	5.256295468999999	10.31977686	0.169264417	0.997025706	1.244482804	2.12469141	2.317166276	5.836499472000001	10.50035682	15.08793221
NKICH	12.79653797	12.78862006	12.79530366	13.583062699999996	11.46276211	8.957066464	9.955437487	10.9932007	10.9820476	8.774690076	7.531284781	3.678459239	3.732288414	12.6435097	13.82719982	13.83487331	11.92014735	11.93232655	4.697407373	7.384567223999999	6.059828065	16.08456632	17.91928094	4.776400289	1.067063176	3.952380723	0.165667584	1.067063176	5.065653043	10.38987273	8.994720333	9.097962911	12.08171205	0.685648665	1.498390789	3.472468145	8.855743768	1.148510505	3.094990162	1.225604404	6.786527688	6.288141496000001	4.724221818999999	0.314255675	2.057903545	2.6113534730000003	2.582334885	10.26816947	6.738013845	2.491603521	6.103885789	3.213281173	2.774181079	6.596428829	3.488197874	3.692105993	2.82461431	5.112076178	7.54732833	10.70302824	7.762298461	8.503875988999999	16.36531655	7.236436555	11.44221556	4.592166077	4.663172898	6.663772425	13.82417705	6.561540293999999	3.440484375	6.854854448999999	10.60645495	1.830004981	8.073803843	2.139855166	1.878555857	4.737444435	5.910225903	6.601861232	6.839607346	6.831922933	8.638156967	10.0635619	10.71132401	7.104883522000001	6.996320994	6.228519213999999	3.519152244	10.42029757	8.951758162	5.033853103	6.749480527999999	4.839076624	4.57016416	2.460045814	4.35541016	8.271958893999999	13.79292812	7.439201071	5.060401484	10.86286403	10.96546193	5.265997752	7.80217168	8.032830791	9.030073791	7.158706823999999	2.849184837	9.910906427	10.71142871	11.05910779	3.4242226010000003	5.065653043	4.808078819	9.476975855	9.324595463	9.93728839	10.69838705	9.936034451	7.22474734	5.984194673999999	14.22119741	8.246750511	1.225604404	2.460045814	3.65077237	5.233702574	6.362566813	4.893247742	4.697407373	1.298786745	16.15551321	6.379534464	4.789155293	4.990332507	2.09946118	0.685648665	4.7175647860000005	11.32940258	11.15868615	9.153890545	9.063597651	11.08729903	9.89642752	9.871905889	8.834365696	9.353061439	11.07270183	11.08196385	1.830004981	12.75442472	7.983741296	8.144372556	11.4607704	3.074296484	6.947374316	3.053301655	17.83271718	9.549753789	9.516822327	10.35142057	13.77002588	14.20915186	3.194227342	1.779763157	2.015113223	1.727708771	1.559226989	4.9397494360000005	0.980741167	7.739478500000001	1.298786745	0.888923617	2.217400727	5.012256905	1.830004981	5.984194673999999	2.9204812	4.592166077	5.060401484	3.622543629	9.423269004	4.01886692	5.379993924	1.727708771	3.357278078	4.470743591000001	3.440484375	4.845197066	1.067063176	1.727708771	4.346808217	8.097712343	2.897105058	0.572152372	1.36843536	6.192966586	5.233702574	1.878555857	4.363961118	4.346808217	1.673705208	2.552720611	2.290989929	9.260492729	5.986965265	5.354475258	2.394780816	9.450121373	3.997043505	8.446154923	4.628106326	3.094990162	0.888923617	1.067063176	1.43487585	1.148510505	1.36843536	0.165667584	3.374307678	2.427782342	2.522485681	1.067063176	6.4832505010000006	8.295058568	4.43060322	6.508537088	1.673705208	1.673705208	1.43487585	3.4242226010000003	3.155347709	4.9397494360000005	8.779492104	4.211216976	2.460045814	9.091863009	0.165667584	1.36843536	4.380912405	0.888923617	2.09946118	0.572152372	0.790863767	0.448959081	1.067063176	4.857360602	1.559226989	6.14415777	6.13918482	1.925525909	0.980741167	2.290989929	1.36843536	4.294090843	1.673705208	1.225604404	9.359489834	4.01886692	6.807054102	0.888923617	4.922486454	3.456564892	1.36843536	5.279620275	7.253794673	3.91795212	3.796867871	3.758468099	1.830004981	5.598636757	5.655468585	5.550753433	11.70527922	2.139855166	9.213360824	0.980741167	0.980741167	0.790863767	0.42390227449999995	3.053301655	0.888923617	1.617601285	0.448959081	0.448959081	5.371537745	2.582334885	5.186275198	0.572152372	7.672216355	4.123290825	5.243003783	3.232086634	1.36843536	4.724221818999999	3.2506501180000003	1.779763157	1.225604404	0.448959081	4.968069826	0.980741167	3.664682278	5.473836157999999	2.09946118	0.448959081	0.790863767	1.727708771	0.448959081	0.572152372	4.744010574	5.716837483	4.163032035	1.067063176	7.457295086	4.540296447	2.361006674	1.673705208	6.338905601	0.980741167	0.980741167	0.685648665	1.067063176	0.888923617	1.225604404	0.888923617	3.758468099	6.516229234	5.396759026000001	3.053301655	0.165667584	3.010372748	3.608219391	0.572152372	5.214918303	0.572152372	1.298786745	2.7482875410000003	2.873343902	8.698984259	8.714530157	8.707828153	11.7009617	11.61077143	4.7175647860000005	10.36333078	0.448959081	0.790863767	1.067063176	1.559226989	1.36843536	5.637947929	10.54562327	15.09461652
NKICH	13.92927234	13.93049795	13.93386504	14.62070794	12.22533802	8.282644259	10.95738044	12.56254956	12.56947693	9.058186173	8.866597407	2.873013098	2.785059178	12.95140094	13.51755025	13.52774845	12.86243838	12.87007343	4.262876377	7.436184898	6.380657059	16.66812311	17.53921725	4.434580393	0.5529421835	1.98051014	0.519323496	0.333389383	1.847876677	9.983150119	8.662371529	8.802522336000001	12.17896281	1.495587724	1.539256104	1.201539769	7.981001612000001	1.495587724	2.240691671	0.684008088	6.317790596	5.892550904	4.440350285	0.965856672	1.450555666	2.41490215	1.847876677	8.787888531	6.806330696	2.671907463	7.527102654	1.201539769	1.356042367	5.197808042	0.8318042940000001	1.306357327	4.223264756	3.910577065	8.048665866	10.82876849	9.159822607	7.95856065	15.85788424	7.725029884	9.36353028	4.332788121	3.98352147	7.325184753999999	13.88382187	6.80744729	3.396739301	7.370463583999999	10.72194074	1.581641926	8.509872586	1.98051014	1.404072571	4.985338983	6.348799491	6.5193141070000005	7.049392706	7.090335122999999	9.017273047	10.21329412	10.89657445	7.35450978	7.363647831000001	6.790606819	4.387571402	12.57900937	11.3383729	5.589200768	6.763246392999999	1.948477503	2.63212836	1.847876677	5.128021468	8.172994614	10.34792711	8.081343963	4.446097128	8.001148289	8.186360821000001	4.80925365	8.607657169	8.744824435	9.474188434	6.151883814	2.41490215	10.32032561	11.0381351	11.28390941	3.220181189	5.020429527	4.598364193	9.863173141	10.14438121	11.98729395	11.62288871	7.808819647000001	7.660376778	5.713532265	15.49911343	8.917901772	0.604014374	3.1654958680000003	3.695839962	2.072550377	2.785059178	2.611819677	2.652155125	1.622817929	16.05716057	7.961573023	5.177224215	5.783292967	2.391266208	0.519323496	3.733923171	11.11280275	10.97114699	9.56792896	9.541498051	11.1096379	10.17757685	10.19815568	8.865257616000001	9.538811322	11.15639683	10.39613135	1.6628508080000002	13.17240249	8.02726078	8.258760979	11.46073969	2.9559114460000004	5.547039863999999	2.1019703780000003	17.80166796	8.465291323999999	9.443453985	10.4245176	13.30705498	13.70073823	4.7731324530000006	1.98051014	1.146129266	1.356042367	0.684008088	3.807200133	1.146129266	7.957052101	0.759797552	1.088505278	0.759797552	4.2950749880000005	2.438156827	4.540446423	3.585610967	3.967627356	5.409680667999999	2.729592358	7.450550627	3.868399738	3.705455452	0.684008088	3.626675205	4.375575875	2.342800199	6.615525914	2.611819677	1.581641926	4.067940767	8.18807651	2.317942488	0.230587927	1.088505278	4.540446423	5.073372877	1.622817929	3.807200133	3.780155531	1.028484285	1.915717071	1.812721235	8.577212187999999	5.211369201	6.661945455	1.201539769	7.291266004	2.072550377	7.517582303999999	4.022507282	2.710619333	1.088505278	1.581641926	1.7018031969999998	0.684008088	0.759797552	0.230587927	2.505753512	2.591221262	1.306357327	1.254899964	6.890929776	7.046558407000001	5.942194098	6.867566472	1.495587724	1.356042367	0.519323496	2.785059178	2.18679306	4.480105848	8.796067992000001	5.257853956	2.011847324	8.102422037	0.230587927	1.622817929	4.351281323	0.333389383	2.240691671	0.519323496	0.8318042940000001	0.604014374	1.254899964	4.577571187	0.519323496	6.680346807	6.604005179	1.622817929	1.146129266	2.570324241	1.450555666	3.676414672	1.7766876880000002	1.088505278	8.895499791	3.626675205	6.059306427999999	0.8318042940000001	4.387571402	3.807200133	0.8318042940000001	4.89998112	4.16869851	1.450555666	1.356042367	1.450555666	1.882195402	2.923321495	2.6913932380000003	2.820886807	11.34458788	1.254899964	9.366942459	0.900387295	0.604014374	0.900387295	0.519323496	0.965856672	0.604014374	2.292648956	0.11989663	0.8318042940000001	3.967627356	2.505753512	4.870368123	0.519323496	6.943677845	4.161730267	5.315500296000001	3.49980023	0.900387295	4.904162382	2.906746127	1.028484285	0.965856672	0.965856672	6.276456167999999	0.519323496	3.724496172	6.250418131	2.461042865	0.230587927	1.088505278	2.987781436	0.684008088	0.604014374	5.315500296000001	4.45752272	2.391266208	0.965856672	7.542608116	4.813705887	1.915717071	2.671907463	7.972564885	0.8318042940000001	0.429350296	0.604014374	0.429350296	0.8318042940000001	0.519323496	1.254899964	3.064506095	4.45752272	4.582797616000001	2.18679306	0.230587927	2.729592358	4.045402866	1.201539769	4.288692544	0.604014374	0.900387295	2.26690435	3.220181189	9.756067309	9.752158364	9.77059646	11.15946086	11.08487199	5.744176922	11.04956395	0.604014374	1.146129266	1.404072571	1.7766876880000002	3.408560791	5.867073696	10.48491132	14.75413799
